-295.37,101.64,-60.101,42.681,-33.885,26.306,-24.073,19.445,-18.444,15.075,-14.882,12.477,-12.466,1
-295.17,101.57,-59.34,43.957,-32.755,27.773,-22.577,20.362,-17.452,16.088,-13.966,13.212,-11.822,1
-360.78,124.83,-73.56,52.885,-40.815,32.51,-29.197,23.271,-22.942,18.307,-18.549,14.668,-15.837,1
-364.26,123.65,-73.116,53.197,-39.967,33.518,-28.181,24.835,-21.418,19.542,-16.967,16.418,-14.586,1
-375.29,130.44,-75.45,55.886,-42.215,34.534,-29.402,25.369,-22.731,20.262,-18.313,16.275,-15.63,1
-379.76,127.84,-76.138,55.709,-42.849,33.775,-29.616,25.596,-22.696,19.917,-18.607,16.362,-15.357,1
-378,130.59,-74.841,55.73,-41.564,35.643,-28.759,26.042,-21.95,20.809,-17.706,17.155,-14.61,1
-378.05,129.85,-75.699,55.553,-41.483,35.361,-28.946,26.25,-21.905,20.577,-17.823,17.05,-14.873,1
-376.48,131.65,-74.363,55.912,-41.365,35.912,-28.542,26.08,-22.018,20.879,-17.523,17.109,-14.877,1
-380.08,129.09,-75.849,54.887,-42.288,35.139,-29.008,25.878,-22.3,20.305,-18.078,16.877,-15.07,1
-378.1,131.66,-73.136,56.973,-41.07,35.645,-28.845,26.148,-21.818,20.766,-17.777,17.05,-14.941,1
-380.86,129.26,-74.908,55.926,-41.499,35.566,-28.878,25.964,-22.163,20.39,-18.04,16.94,-14.982,1
-387.33,132.77,-78.039,55.9,-44.645,34.149,-31.729,24.621,-24.527,19.639,-19.495,16.625,-16.045,1
-388.78,132.38,-78.082,56.66,-42.85,35.724,-30.46,26.014,-23.287,20.601,-18.835,16.997,-16.021,1
-387.06,134.33,-77.199,55.729,-44.274,35.13,-30.609,25.462,-24.222,19.67,-19.709,16.156,-16.668,1
-389.06,133.41,-77.085,56.259,-43.694,35.615,-30.101,26.346,-23.017,20.677,-19.06,16.737,-16.068,1
-386.91,132.96,-77.299,57.392,-43.096,36.113,-29.794,26.157,-23.381,20.503,-18.857,16.738,-15.722,1
-390.36,131.47,-77.975,56.017,-44.549,35.268,-30.431,25.72,-23.368,20.479,-19.224,16.466,-15.782,1
-414.42,141.05,-83.041,60.673,-46.525,37.935,-32.568,27.484,-25.334,21.453,-20.887,17.428,-17.717,1
-417.5,140.84,-83.432,59.77,-46.097,38.393,-32.364,28.169,-24.751,22.154,-19.981,18.132,-16.745,1
-415.23,142.78,-82.587,60.285,-45.975,38.115,-32.333,27.963,-24.928,22.088,-20.501,17.822,-17.062,1
-417.2,142.01,-82.477,60.508,-45.693,38.618,-31.75,28.405,-24.616,22.528,-19.877,18.346,-16.667,1
-412.8,143.57,-83.427,58.828,-47.362,36.719,-33.892,26.597,-26.038,21.015,-21.357,17.076,-17.71,1
-416.79,142.05,-82.691,60.006,-46.489,37.905,-32.169,28.183,-24.957,22.002,-20.158,18.222,-16.853,1
-414.73,143.88,-81.408,60.497,-46.682,37.405,-32.688,27.665,-25.586,21.215,-21.074,17.222,-17.901,1
-414.64,141.86,-83.285,60.999,-45.724,38.414,-31.865,28.071,-24.708,22.017,-20.087,18.162,-16.952,1
-417.34,141.44,-83.614,59.724,-46.326,38.469,-31.96,28.011,-24.688,22.057,-20.008,18.1,-17.033,1
-415.44,143.02,-81.888,61.36,-45.305,39.147,-31.439,28.506,-23.895,22.887,-19.334,18.931,-16.167,1
-417.69,141.9,-82.312,60.703,-46.206,38.401,-32.046,27.868,-24.536,22.303,-19.883,18.349,-16.841,1
-415.97,143.04,-81.902,60.55,-46.729,37.667,-32.782,27.286,-25.039,21.695,-20.633,17.57,-17.583,1
-416.88,142.91,-81.035,62.131,-44.831,39.587,-31.077,28.64,-23.932,22.829,-19.298,19.071,-16.001,1
-415.25,142.33,-82.865,60.976,-45.335,38.994,-31.244,28.914,-23.872,22.793,-19.341,18.875,-16.382,1
-417.06,141.69,-83.394,59.785,-46.36,38.501,-31.719,28.199,-24.693,22.032,-20.035,18.169,-17.115,1
-413.68,144.14,-81.642,61.263,-45.22,39.194,-31.492,28.247,-24.358,22.573,-19.605,18.6,-16.603,1
-417.44,141.79,-82.819,60.053,-46.949,37.446,-32.766,27.357,-25.275,21.349,-21.044,17.297,-17.589,1
-414.64,143.62,-81.966,60.66,-46.033,38.676,-31.396,28.742,-24.034,22.5,-19.768,18.535,-16.555,1
-417.93,141.27,-82.98,60.614,-45.88,38.4,-32.221,27.699,-24.868,22.052,-19.975,18.293,-16.994,1
-415.47,143.38,-82.03,60.243,-46.519,38.372,-31.963,27.602,-25.39,21.271,-20.913,17.398,-17.756,1
-415.79,142.62,-82.392,61.306,-45.063,39.015,-31.431,28.881,-23.785,22.74,-19.32,19.09,-16.136,1
-417,141.45,-83.396,60.265,-46.224,38.044,-32.407,27.59,-25.04,21.598,-20.57,17.834,-17.349,1
-412.9,143.27,-83.79,59.373,-46.979,37.392,-33.238,26.969,-25.481,20.99,-21.053,17.366,-17.649,1
-417.1,142.24,-82.424,60.611,-46.316,38.465,-31.724,28.353,-24.167,22.383,-19.893,18.267,-16.577,1
-414.76,143.99,-81.552,60.788,-46.354,38.508,-31.758,27.912,-25.011,21.544,-20.356,18.141,-16.689,1
-417.49,142.15,-82.237,60.815,-46.278,38.359,-31.899,28.158,-24.239,22.62,-19.428,18.588,-16.62,1
-415.42,144.02,-80.705,61.909,-45.659,38.546,-32.028,27.839,-24.675,22.105,-19.972,18.04,-17.225,1
-415.87,141.84,-83.666,60.1,-46.289,37.953,-32.706,27.468,-25.118,21.243,-20.83,17.492,-17.652,1
-417.1,141.46,-83.755,59.749,-46.587,37.948,-32.631,27.417,-25.132,21.537,-20.423,17.751,-17.295,1
-414.52,143.23,-83.104,59.584,-47.139,37.101,-33.81,26.196,-26.016,20.852,-21.184,17.152,-17.651,1
-416.3,142.71,-82.514,60.432,-46.129,38.788,-31.46,28.516,-24.225,22.226,-19.905,18.453,-16.404,1
-413.68,144.27,-82.335,60.193,-46.284,38.595,-31.674,28.116,-24.52,22.329,-19.794,18.194,-17.163,1
-417.46,141.94,-82.927,60.4,-46.285,38.354,-31.612,28.537,-24.227,22.295,-19.783,18.612,-16.436,1
-412.71,145.09,-81.858,60.231,-46.648,37.906,-32.581,27.083,-25.736,20.895,-21.186,17.113,-18.096,1
-416.16,142.4,-82.996,60.712,-45.427,39.047,-31.52,28.426,-24.037,22.707,-19.524,18.667,-16.323,1
-416.89,142.12,-83.042,60.459,-45.868,38.748,-31.59,28.375,-24.17,22.634,-19.472,18.636,-16.565,1
-413.74,144.52,-81.647,61.277,-45.175,39.148,-31.692,28.146,-24.239,22.414,-19.998,18.176,-16.849,1
-416.15,142.47,-83.084,60.433,-45.648,38.96,-31.599,28.334,-24.104,22.668,-19.49,18.719,-16.432,1
-415.24,142.85,-83.574,59.08,-47.503,36.96,-33.686,26.087,-26.377,20.683,-21.018,17.583,-17.234,1
-417.49,141.31,-83.591,60.468,-45.701,38.677,-31.874,28.126,-24.255,22.499,-19.812,18.407,-16.497,1
-416.81,142.08,-83.122,60.384,-45.911,38.792,-31.607,28.124,-24.59,22.086,-20.127,18.076,-17.051,1
-417.45,141.88,-83.057,60.389,-45.886,39.033,-31.228,28.545,-24.026,22.8,-19.45,18.689,-16.33,1
-414.33,143.88,-82.2,60.682,-46.012,38.381,-32.083,27.76,-24.98,21.673,-20.329,18.026,-17.183,1
-416.88,142.16,-83.466,59.62,-46.616,38.099,-32.242,27.729,-25.06,21.568,-20.24,18.136,-17.167,1
-415.79,143.33,-82.379,60.581,-45.594,39.087,-31.617,28.118,-24.407,22.537,-19.373,18.745,-16.615,1
-417.58,141.33,-83.801,60.136,-45.851,38.537,-31.998,28.132,-24.398,22.286,-19.773,18.427,-16.642,1
-415.92,143.29,-82.042,60.995,-45.739,38.67,-31.503,28.658,-24.144,22.397,-19.562,18.742,-16.36,1
-416.82,142.36,-83.001,60.017,-46.702,37.757,-32.4,27.697,-25.177,21.376,-20.562,17.654,-17.558,1
-418.28,141.53,-83.087,60.312,-46.482,37.747,-32.475,27.775,-24.889,21.775,-20.179,17.945,-17.385,1
-414.73,143.65,-82.233,60.55,-46.27,38.403,-31.792,27.942,-24.922,21.754,-20.241,18.127,-17.083,1
-418.27,141.36,-82.918,60.839,-45.943,38.321,-32.059,27.933,-24.534,22.3,-19.808,18.441,-16.691,1
-414.76,142.66,-83.135,60.608,-46.412,37.477,-32.654,27.446,-25.321,21.325,-20.744,17.466,-17.625,1
-417.24,141.64,-82.881,60.913,-46.505,37.612,-31.884,28.388,-24.719,21.767,-20.081,18.234,-17.09,1
-413.19,144.53,-81.945,61.063,-45.372,39.16,-31.451,28.061,-24.636,22.175,-19.933,18.228,-16.989,1
-416.56,142.92,-81.88,61.377,-45.688,38.634,-31.487,28.53,-24.059,22.675,-19.481,18.626,-16.609,1
-417.59,141.86,-83.018,60.184,-46.757,37.919,-31.822,28.294,-24.532,21.917,-20.274,18.023,-17.047,1
-417.53,141.58,-83.631,59.534,-47.216,37.602,-32.157,27.954,-24.679,22.096,-19.874,18.409,-16.808,2
-416.65,142.01,-83.433,59.972,-46.676,37.669,-32.674,27.386,-24.893,22.061,-20.009,18.29,-16.685,2
-416.89,141.77,-83.657,59.77,-46.851,37.526,-32.782,27.316,-24.923,22.07,-19.963,18.372,-16.573,2
-417.93,141.03,-83.945,59.866,-46.54,37.919,-32.344,27.782,-24.509,22.304,-19.977,18.162,-16.853,2
-418.37,140.7,-84.092,59.915,-46.343,38.177,-32.123,27.895,-24.527,22.183,-20.139,18.03,-16.905,2
-415.73,142.11,-84.062,59.244,-47.086,37.706,-32.189,28.036,-24.534,22.026,-20.118,18.289,-16.714,2
-415.34,142.08,-84.328,59.068,-47.302,37.265,-32.618,27.907,-24.449,22.123,-20.062,18.235,-16.969,2
-416.88,140.29,-84.63,59.864,-46.745,38.047,-31.985,27.668,-24.755,22.125,-20.02,18.396,-16.803,2
-417.45,139.99,-84.553,60.177,-46.446,38.153,-32.069,27.541,-24.773,22.246,-19.861,18.456,-16.892,2
-565.25,188.02,-113.68,80.851,-62.939,51.644,-43.515,38.135,-33.471,30.05,-26.958,24.883,-22.791,2
-567.36,188.8,-113.06,80.48,-62.661,51.605,-43.95,38.202,-33.527,29.87,-26.997,24.715,-22.752,2
-566.31,189.12,-113.72,80.421,-62.829,51.045,-43.773,38.002,-33.645,30.258,-27.207,24.739,-22.747,2
-565.71,190.18,-112.94,80.228,-63.379,50.956,-43.61,37.966,-33.696,30.407,-27.098,24.692,-22.721,2
-564.64,190.65,-113.17,79.683,-63.785,50.878,-43.441,38.184,-33.592,30.36,-27.223,24.548,-22.901,2
-566.42,189.46,-113.53,80.09,-62.957,51.536,-43.409,37.77,-33.891,30.367,-27.162,24.576,-22.711,2
-566.21,189.71,-113.22,80.401,-62.718,51.628,-43.491,37.552,-34.155,30.16,-27.242,24.631,-22.578,2
-567.39,188.89,-113.56,80.374,-62.706,51.532,-43.616,37.589,-33.862,30.593,-26.915,24.677,-22.78,2
-567.39,189.06,-113.16,80.962,-62.085,52.011,-43.397,37.535,-34.106,30.283,-27.191,24.469,-22.942,2
-566.15,190.09,-112.48,81.242,-62.145,51.741,-43.721,37.285,-34.219,30.304,-27.09,24.581,-22.871,2
-566.39,189.85,-112.72,81.013,-62.366,51.532,-43.918,37.102,-34.386,30.154,-27.221,24.47,-22.962,2
-567.74,188.72,-113.45,80.735,-62.226,51.969,-43.341,37.672,-33.918,30.486,-27.005,24.619,-22.835,2
-567.83,188.64,-113.54,80.645,-62.309,51.899,-43.39,37.652,-33.905,30.533,-26.928,24.717,-22.728,2
-566.51,189.85,-112.66,80.941,-62.662,51.17,-44.059,37.321,-33.95,30.531,-27.034,24.58,-22.741,2
-565.32,190.75,-112.22,80.911,-63.022,50.687,-44.489,37.029,-34.112,30.437,-27.12,24.477,-22.853,2
-567.64,189.02,-113.06,80.885,-62.564,51.247,-44.062,37.272,-33.99,30.516,-27.039,24.578,-22.72,2
-564.7,188.67,-114.45,81.271,-63.97,51.659,-43.748,38.203,-33.262,29.986,-27.011,24.608,-22.797,2
-566.93,189.59,-114.24,81.308,-63.086,51.769,-43.708,38.056,-33.512,30.098,-27.069,24.834,-22.729,2
-565.77,191.07,-113.52,80.792,-63.682,51.738,-43.722,37.875,-33.562,30.098,-27.1,24.937,-22.624,2
-564.15,191.69,-113.92,80.203,-63.725,52.208,-43.282,37.923,-33.796,29.886,-27.142,25.008,-22.565,2
-565.6,190.5,-114.67,79.962,-63.519,52.695,-42.727,38.351,-33.621,29.785,-27.45,24.619,-22.901,2
-567.55,190.3,-113.3,81.11,-63.784,51.493,-43.804,37.884,-33.507,30.167,-27.267,24.552,-22.785,2
-567.06,190.79,-112.83,81.551,-63.403,51.786,-43.618,37.959,-33.526,30.089,-27.359,24.492,-22.781,2
-568.61,189.6,-113.51,81.296,-63.46,51.746,-43.689,37.909,-33.49,30.223,-27.182,24.616,-22.793,2
-1042.8,349.1,-214.12,149.33,-117.92,94.816,-81.16,70.579,-60.995,55.235,-50.844,45.643,-41.865,2
-1312.6,438.57,-262.55,187.78,-145.73,120.08,-100.48,87.505,-76.915,69.616,-62.06,56.487,-53.136,2
-1315.6,438.47,-260.67,186.63,-145.74,119.77,-100.63,86.84,-77.141,69.345,-61.802,57.062,-52.675,2
-1316.9,437.41,-260.89,186.01,-146.5,119.4,-100.28,87.488,-77.027,69.811,-63.231,57.099,-52.723,2
