462.1,458.75,465.44,455.4,703.19,468.79,699.84,515.67,930.89,512.32,1
703.58,705.33,701.83,736.84,707.08,735.09,700.08,708.83,462.06,463.81,1
489.04,491.74,499.85,497.14,494.44,486.34,551.18,975.38,980.78,553.88,1
452.4,453.32,458.81,459.73,451.49,454.23,457.9,460.64,455.15,450.57,1
883.42,885.72,888.01,881.13,890.31,892.6,878.83,894.9,876.54,897.19,1
897.8,896.14,894.48,899.46,892.82,901.12,902.78,891.16,889.5,904.44,1
726.46,728.04,729.62,731.19,724.89,723.31,721.74,480.63,732.77,479.06,1
731.92,733.3,734.68,730.53,729.15,745.73,747.11,748.49,727.77,736.06,1
486.94,484.56,489.31,503.57,501.19,505.94,498.82,508.32,482.19,472.69,1
473.9,475.2,476.5,472.6,471.3,477.81,469.99,479.11,480.41,468.69,1
984.68,994.48,989.58,979.78,930.79,925.89,974.88,999.38,935.69,921,1
26.255,962.69,959.19,960.94,957.44,964.44,966.19,955.69,967.94,953.94,1
1027.3,1025.1,1022.9,1020.8,1033.8,1016.4,1018.6,1031.7,1029.5,1036,1
15.858,779.91,777.02,782.79,778.46,30.274,781.35,774.14,21.624,775.58,1
1047,525.68,1042.6,1064.5,530.06,521.3,1051.4,1068.9,508.16,1060.1,1
1059.6,1057.4,523.27,525.44,521.1,1061.7,1055.2,527.61,1053.1,518.93,1
1018.4,1015.6,1021.2,1024,1004.4,995.96,1007.2,1001.6,998.77,1012.8,1
1006.2,1004.9,1007.4,1002.3,1003.6,1001,1012.6,1008.7,1010,1013.9,1
723.67,705.36,703.96,556.12,708.18,557.53,554.72,418.15,722.26,702.55,1
25.224,21.402,25.988,294.28,295.81,16.816,24.46,295.04,296.57,309.57,1
556.54,553.04,547.79,1111.3,551.29,1107.8,1113.1,1106.1,549.54,274.77,1
22.322,291.21,290.19,292.22,314.54,28.41,31.454,289.18,315.56,25.366,1
539.26,536.35,533.43,542.18,530.52,571.33,521.77,524.69,527.6,568.41,1
549.35,550.68,548.01,546.67,552.02,545.34,553.36,544,554.69,542.66,1
1121.3,1085.2,1115.3,1091.2,2266.8,1097.2,1127.4,1157.5,1079.1,1103.3,1
457.2,760.68,764.63,762.66,453.26,768.57,825.72,918.34,758.71,451.29,1
23.047,30.061,25.051,22.044,35.071,459.93,34.069,37.075,15.03,457.92,1
873.29,870.76,868.23,891.01,893.54,875.82,888.48,896.07,865.7,863.17,1
879.42,877.56,881.29,885.02,873.82,883.16,875.69,922.37,871.95,920.5,1
1158.2,1148.6,1153.4,1167.9,1143.8,1163.1,1138.9,1134.1,1172.7,1129.3,1
1144.9,1134.7,1124.5,1155.1,1114.3,1175.6,1104,1165.4,1032.5,1042.7,1
490.2,433.11,488.23,484.29,482.32,492.17,657.53,486.26,661.47,667.38,1
20.514,28.491,482.07,26.212,483.21,480.93,17.095,479.79,508.29,21.653,1
927.38,931.27,929.32,935.15,933.21,925.43,921.54,923.49,937.1,919.6,1
20.122,29.592,16.571,31.959,28.408,956.41,955.22,957.59,961.14,958.77,1
33.244,629.25,631.63,626.88,30.869,1173,1170.6,598.38,634,1189.6,1
19.104,22.121,31.17,23.126,17.093,16.088,24.132,25.137,13.071,641.51,1
1202.5,1207.5,1197.4,1212.6,1217.7,1227.8,1192.3,1222.7,1303.9,1319.1,1
339.03,340.59,337.46,335.9,356.21,353.09,342.15,370.27,699.93,674.93,1
343.57,344.76,345.95,347.14,342.39,348.33,349.52,350.71,22.588,351.9,1
361.36,362.73,360,364.09,368.18,366.82,358.64,380.45,381.82,390,1
26.228,27.237,18.158,352.06,353.07,351.05,354.08,355.08,348.02,349.03,1
648.11,644.97,651.26,654.41,641.82,657.55,638.67,635.53,1387.5,1384.3,1
641.58,640.08,643.08,644.57,638.59,647.56,649.06,646.07,650.55,637.09,1
1274.8,1282.5,1267.1,1290.2,1259.3,1298,1251.6,1243.9,1305.7,1313.4,1
880.22,886.42,878.16,876.09,700.46,386.39,882.29,923.61,859.56,874.02,1
352.56,351.34,353.79,383.17,711.25,381.95,380.72,378.27,379.5,33.053,1
1035.2,1040.3,1032.7,1037.8,1042.9,1030.1,1045.4,1027.6,696.11,698.66,1
752.06,750.5,748.94,753.62,372.91,734.9,694.33,374.47,747.38,742.7,1
689.71,692.47,695.23,686.95,684.19,681.43,678.67,697.99,675.91,1390.5,1
707.02,708.66,687.43,689.06,685.8,684.16,705.39,690.7,682.53,695.59,1
1400.9,1405.4,1396.5,1356.4,1392,1409.8,1360.9,1352,1387.6,1378.7,1
767.72,765.86,769.58,381.07,382.93,764,379.21,752.85,754.7,384.79,1
34.928,752.19,747.2,372.98,750.95,757.18,753.44,374.23,748.45,22.454,1
738.36,740.75,735.96,743.15,733.56,745.55,731.16,747.95,728.77,395.55,1
738.96,737.75,740.16,736.55,741.37,735.34,367.67,368.88,366.47,370.08,1
728.59,731.74,734.89,725.43,738.05,722.28,741.2,719.12,744.36,816.9,1
717.08,715.73,718.44,714.37,719.8,713.02,721.15,711.66,710.31,722.51,1
417.84,398.09,784.03,399.61,396.57,419.36,787.07,416.32,782.51,779.47,1
393.13,415.59,394.37,391.88,416.84,414.34,395.62,390.63,413.09,418.09,1
790.65,398.63,788.44,786.24,400.83,814.87,396.42,792.85,795.05,801.66,1
765.22,767.64,766.43,761.58,762.79,386.85,764,385.64,768.85,760.37,1
756.52,759.78,753.26,763.04,750,746.74,766.3,743.48,779.35,769.57,1
755.77,754.36,757.19,758.61,752.94,760.03,751.52,761.44,762.86,764.28,1
433.39,431.63,435.14,429.88,1029.9,414.08,26.319,436.89,412.33,1028.2,1
26.848,433.41,432.13,434.68,430.85,429.57,435.96,31.962,416.79,428.29,1
422.75,424.45,421.05,426.14,419.35,28.862,417.66,22.071,25.467,18.676,1
825.95,822.8,813.34,835.41,816.49,838.56,803.88,829.1,810.19,800.73,1
816.28,818.16,814.41,820.04,812.53,821.91,823.79,810.65,825.67,20.642,1
881.51,885.95,877.07,484.05,883.73,879.29,499.6,888.17,470.73,501.82,1
24.593,869.36,873.05,868.13,871.82,450.05,870.59,451.28,874.28,453.74,1
506.02,865.72,862.67,868.77,874.87,856.58,871.82,509.07,877.92,853.53,1
864.3,862.41,450.12,448.22,866.19,868.08,453.9,860.52,881.32,452.01,1
842.34,840.55,863.9,862.1,838.75,865.69,844.14,860.3,867.49,836.96,1
115.03,116.95,341.27,339.35,113.12,118.87,350.85,352.77,231.98,230.07,2
116.45,118.46,349.36,351.37,343.34,234.92,345.35,232.91,357.39,114.45,2
23.934,215.41,361.19,365.54,19.583,26.11,285.04,363.37,359.01,217.58,2
115.61,114.03,343.67,345.25,342.08,112.44,117.19,340.5,231.22,229.64,2
114.15,112.08,336.23,334.15,110,224.15,338.3,226.23,332.08,222.08,2
347.38,349.07,115.23,350.77,345.68,116.92,342.29,340.6,354.16,352.46,2
116.34,118.22,347.16,234.56,349.03,232.69,345.28,228.93,230.81,114.47,2
115.92,117.15,347.76,348.99,346.53,114.69,231.84,233.07,241.7,239.24,2
115.7,114.26,351.45,352.89,354.34,117.15,350,336.98,118.6,338.43,2
113.37,112.88,337.66,115.81,114.35,341.57,344.02,337.17,340.11,112.39,2
117.68,350.66,117.2,355.86,351.14,350.19,352.08,354.92,348.3,356.33,2
120.75,119.71,120.23,360.69,354.99,361.21,117.64,351.88,354.47,119.19,2
118.38,117.45,355.13,356.06,354.21,350.51,119.3,120.23,351.43,356.98,2
230.03,116.56,115.53,228.99,231.06,120.69,113.47,114.5,344.52,119.65,2
